"X","Swidtab","Cygnets","CygnetsII","CygnetsIII","Age","PrevSeaMaxDUr","PrevSeaMove","PrevSSites","SWID","Sex","Season","PrevSeason","PrevSeaWWT","MainSite","PrevSeaMS","PrevSeaBS","ThisSeaWWT","PrevSeaWWT.1","Julian","PrevSeaJulian","PBS","PopBSAll","Ind","WWTBOTH","WWTNON","WWTOUT","WWTIN","WWTNEW","Age.Z","PBS.Z","PopBSAll.Z","PrevSeaMaxDUr","PrevSSites.Z","PrevSeaJulian.Z"
"5376",18456,9004,6,6,1,7,137,5.656551868,3,"V00478","M",2007,"Yes","Yes","GB-MMR11","GB-MMR",NA,"No","Yes",83,85,6,20.7,6289,"","","WWTOUT","","WWTOUT",0.280577015681729,1.48065208236612,1.19473476766085,137,1.65212289871641,0.606331846458959
"5377",18459,9005,0,NA,0,2,21,NA,1,"V00479","F",2002,"Yes","Yes","IRL-GRE","GB-MMR",NA,"No","Yes",76,68,0,13.75,6290,"","","WWTOUT","","WWTOUT",-1.27461132905735,-0.451859155995521,-0.769206249884813,21,-0.596234559041618,-1.04177920943851
"5378",18460,9005,0,NA,0,3,76,22.15860383,2,"V00479","F",2003,"Yes","No","GB-MMR","GB-MMR",NA,"Yes","Yes",76,76,0,15.28,6291,"WWTBOTH","","","","WWTBOTH",-0.963573660109535,-0.451859155995521,-0.336856644583393,76,0.527944169837395,-0.266197536074993
"5379",18461,9005,0,NA,0,4,110,46.81059643,2,"V00479","F",2004,"Yes","Yes","GB-MMR","IRL-GRE",NA,"Yes","No",74,76,0,16.9,6292,"","","","WWTIN","WWTIN",-0.652535991161719,-0.451859155995521,0.12092529044164,110,0.527944169837395,-0.266197536074993
"5380",18462,9005,0,NA,0,5,113,NA,1,"V00479","F",2005,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",62,74,0,12.1,6293,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,-1.23546562815105,113,-0.596234559041618,-0.460092954415871
"5381",18463,9005,2,2,1,6,102,NA,1,"V00479","F",2006,"Yes","Yes","GB-MMR11","GB-MMR",NA,"No","Yes",80,62,2,12.5,6294,"","","WWTOUT","","WWTOUT",-0.0304606532660867,0.192311256791694,-1.12243305160166,102,-0.596234559041618,-1.62346546446114
"5382",18464,9005,2,2,1,7,126,0,2,"V00479","F",2007,"Yes","No","GB-MMR11","GB-MMR",NA,"No","Yes",64,80,4,20.7,6295,"","","WWTOUT","","WWTOUT",0.280577015681729,0.836481669578908,1.19473476766085,126,0.527944169837395,0.121593300606763
"5383",18465,9005,2,2,1,8,123,NA,1,"V00479","F",2008,"Yes","No","GB-MMR11","GB-MMR11",NA,"No","No",69,64,6,16.8,6296,"","WWTNON","","","WWTNON",0.591614684629545,1.48065208236612,0.0926671463042928,123,-0.596234559041618,-1.42957004612026
"5384",18466,9005,3,3,1,9,126,0,2,"V00479","F",2009,"Yes","No","GB-MMR11","GB-MMR11",NA,"No","No",NA,69,9,15.4,6297,"","WWTNON","","","WWTNON",0.902652353577361,2.44690770154694,-0.302946871618575,126,0.527944169837395,-0.944831500268067
"5385",18472,9007,0,NA,0,2,5,NA,1,"V00481","F",2002,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",62,68,0,13.75,6298,"WWTBOTH","","","","WWTBOTH",-1.27461132905735,-0.451859155995521,-0.769206249884813,5,-0.596234559041618,-1.04177920943851
"5386",18473,9007,0,NA,0,3,137,NA,1,"V00481","F",2003,"Yes","Yes","GB-WEL","GB-MMR",NA,"Yes","Yes",NA,62,0,15.28,6299,"WWTBOTH","","","","WWTBOTH",-0.963573660109535,-0.451859155995521,-0.336856644583393,137,-0.596234559041618,-1.62346546446114
"5387",18479,9009,0,NA,0,2,10,NA,1,"V00483","F",2002,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,71,0,13.75,6300,"WWTBOTH","","","","WWTBOTH",-1.27461132905735,-0.451859155995521,-0.769206249884813,10,-0.596234559041618,-0.750936081927188
"5388",18485,9011,0,NA,0,2,2,NA,1,"V00485","F",2002,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",63,83,0,13.75,6301,"WWTBOTH","","","","WWTBOTH",-1.27461132905735,-0.451859155995521,-0.769206249884813,2,-0.596234559041618,0.412436428118081
"5389",18486,9011,0,NA,0,3,73,71.05283539,3,"V00485","F",2003,"Yes","Yes","GB-MMR","GB-CAE",NA,"Yes","Yes",NA,63,0,15.28,6302,"WWTBOTH","","","","WWTBOTH",-0.963573660109535,-0.451859155995521,-0.336856644583393,73,1.65212289871641,-1.5265177552907
"5390",18491,9013,0,NA,0,2,106,NA,1,"V00487","M",2002,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",69,NA,0,13.75,6303,"WWTBOTH","","","","WWTBOTH",-1.27461132905735,-0.451859155995521,-0.769206249884813,106,-0.596234559041618,NA
"5391",18492,9013,0,NA,0,3,143,NA,1,"V00487","M",2003,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,69,0,15.28,6304,"WWTBOTH","","","","WWTBOTH",-0.963573660109535,-0.451859155995521,-0.336856644583393,143,-0.596234559041618,-0.944831500268067
"5392",18493,9013,0,NA,0,4,106,NA,1,"V00487","M",2004,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,NA,0,16.9,6305,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,0.12092529044164,106,-0.596234559041618,NA
"5393",18497,9013,0,NA,0,9,64,37.41866729,3,"V00487","M",2009,"Yes","No","NI-TMc","GB-EFR",NA,"No","No",NA,67,0,15.4,6306,"","WWTNON","","","WWTNON",0.902652353577361,-0.451859155995521,-0.302946871618575,64,1.65212289871641,-1.13872691860894
"5394",18505,9016,1,1,1,4,52,9.377375262,2,"V00490","F",2002,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,NA,1,13.75,6307,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.129773949601914,-0.769206249884813,52,0.527944169837395,NA
"5395",18506,9016,0,NA,0,5,101,NA,1,"V00490","F",2003,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,NA,1,15.28,6308,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.129773949601914,-0.336856644583393,101,-0.596234559041618,NA
"5396",18519,9021,0,NA,0,2,69,NA,1,"V00495","M",2002,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",69,NA,0,13.75,6309,"WWTBOTH","","","","WWTBOTH",-1.27461132905735,-0.451859155995521,-0.769206249884813,69,-0.596234559041618,NA
"5397",18520,9021,0,NA,0,3,143,NA,1,"V00495","M",2003,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,69,0,15.28,6310,"WWTBOTH","","","","WWTBOTH",-0.963573660109535,-0.451859155995521,-0.336856644583393,143,-0.596234559041618,-0.944831500268067
"5398",18521,9021,0,NA,0,4,89,NA,1,"V00495","M",2004,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,NA,0,16.9,6311,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,0.12092529044164,89,-0.596234559041618,NA
"5399",18526,9023,0,NA,0,4,8,NA,1,"V00497","M",2002,"Yes","Yes","IRL-BYS","GB-MMR",NA,"No","Yes",NA,NA,0,13.75,6312,"","","WWTOUT","","WWTOUT",-0.652535991161719,-0.451859155995521,-0.769206249884813,8,-0.596234559041618,NA
"5400",18529,9024,0,NA,0,2,83,16.47766405,2,"V00498","F",2002,"Yes","No","GB-MMR","GB-MMR",NA,"Yes","Yes",69,68,0,13.75,6313,"WWTBOTH","","","","WWTBOTH",-1.27461132905735,-0.451859155995521,-0.769206249884813,83,0.527944169837395,-1.04177920943851
"5401",18530,9024,0,NA,0,3,116,NA,1,"V00498","F",2003,"Yes","Yes","GB-MMR","GB-SLT",NA,"Yes","No",76,69,0,15.28,6314,"","","","WWTIN","WWTIN",-0.963573660109535,-0.451859155995521,-0.336856644583393,116,-0.596234559041618,-0.944831500268067
"5402",18531,9024,0,NA,0,4,122,NA,1,"V00498","F",2004,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",66,76,0,16.9,6315,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,0.12092529044164,122,-0.596234559041618,-0.266197536074993
"5403",18536,9026,0,NA,0,3,121,NA,1,"V00500","F",2003,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,NA,0,15.28,6316,"WWTBOTH","","","","WWTBOTH",-0.963573660109535,-0.451859155995521,-0.336856644583393,121,-0.596234559041618,NA
"5404",18538,9026,0,NA,0,5,47,NA,1,"V00500","F",2005,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,NA,0,12.1,6317,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,-1.23546562815105,47,-0.596234559041618,NA
"5405",18545,9030,0,NA,0,4,3,NA,1,"V00504","F",2004,"Yes","Yes","NI-BRC","GB-MMR",NA,"No","Yes",NA,NA,0,16.9,6318,"","","WWTOUT","","WWTOUT",-0.652535991161719,-0.451859155995521,0.12092529044164,3,-0.596234559041618,NA
"5406",18551,9031,0,NA,0,6,99,207.5783468,2,"V00505","M",2004,"Yes","Yes","GB-WEL","GB-FBF",NA,"Yes","No",78,79,0,16.9,6319,"","","","WWTIN","WWTIN",-0.0304606532660867,-0.451859155995521,0.12092529044164,99,0.527944169837395,0.0246455914363242
"5407",18552,9031,0,NA,0,7,75,NA,1,"V00505","M",2005,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,78,0,12.1,6320,"WWTBOTH","","","","WWTBOTH",0.280577015681729,-0.451859155995521,-1.23546562815105,75,-0.596234559041618,-0.0723021177341148
"5408",18553,9031,0,NA,0,8,100,7.722539974,3,"V00505","M",2006,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,NA,0,12.5,6321,"WWTBOTH","","","","WWTBOTH",0.591614684629545,-0.451859155995521,-1.12243305160166,100,1.65212289871641,NA
"5409",18554,9031,3,3,1,9,109,1.201389668,2,"V00505","M",2007,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,NA,3,20.7,6322,"WWTBOTH","","","","WWTBOTH",0.902652353577361,0.514396463185301,1.19473476766085,109,0.527944169837395,NA
"5410",18562,9034,0,NA,0,4,146,NA,1,"V00508","F",2003,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",81,73,0,15.28,6323,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.336856644583393,146,-0.596234559041618,-0.55704066358631
"5411",18572,9039,0,NA,0,4,113,NA,1,"V00513","M",2003,"Yes","Yes","GB-MMR","GB-CAE",NA,"Yes","Yes",65,NA,6,15.28,6325,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,1.48065208236612,-0.336856644583393,113,-0.596234559041618,NA
"5412",18578,9041,0,NA,0,4,135,NA,1,"V00515","M",2003,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,61,0,15.28,6327,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.336856644583393,135,-0.596234559041618,-1.72041317363158
"5413",18579,9041,0,NA,0,5,89,NA,1,"V00515","M",2004,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,NA,0,16.9,6328,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.12092529044164,89,-0.596234559041618,NA
"5414",18592,9045,0,NA,0,5,86,NA,1,"V00519","F",2004,"Yes","Yes","GB-NGL","NI-NWF",NA,"No","No",NA,NA,0,16.9,6329,"","WWTNON","","","WWTNON",-0.341498322213903,-0.451859155995521,0.12092529044164,86,-0.596234559041618,NA
"5415",18594,9045,0,NA,0,9,22,NA,1,"V00519","F",2008,"Yes","No","GB-MMR11","GB-NGL",NA,"No","No",NA,NA,0,16.8,6330,"","WWTNON","","","WWTNON",0.902652353577361,-0.451859155995521,0.0926671463042928,22,-0.596234559041618,NA
"5416",18597,9046,0,NA,0,4,82,149.3565616,2,"V00520","F",2003,"Yes","Yes","GB-AGP","GB-MMR",NA,"No","Yes",NA,73,0,15.28,6331,"","","WWTOUT","","WWTOUT",-0.652535991161719,-0.451859155995521,-0.336856644583393,82,0.527944169837395,-0.55704066358631
"5417",18602,9047,0,NA,0,6,56,NA,1,"V00521","F",2005,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,82,0,12.1,6332,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,-1.23546562815105,56,-0.596234559041618,0.315488718947641
"5418",18609,9048,0,NA,0,7,177,NA,1,"V00522","M",2006,"Yes","Yes","GB-MMR11","GB-MMR",NA,"No","Yes",90,86,0,12.5,6333,"","","WWTOUT","","WWTOUT",0.280577015681729,-0.451859155995521,-1.12243305160166,177,-0.596234559041618,0.703279555629398
"5419",18610,9048,0,NA,0,8,173,0,2,"V00522","M",2007,"Yes","No","GB-MMR11","GB-MMR","GB-MMR11","No","Yes",88,90,0,20.7,6334,"","","WWTOUT","","WWTOUT",0.591614684629545,-0.451859155995521,1.19473476766085,173,0.527944169837395,1.09107039231115
"5420",18611,9048,0,NA,0,9,153,0,2,"V00522","M",2008,"Yes","No","GB-MMR11","GB-MMR11","GB-MMR","No","No",90,88,0,16.8,6335,"","WWTNON","","","WWTNON",0.902652353577361,-0.451859155995521,0.0926671463042928,153,0.527944169837395,0.897174973970276
"5421",18612,9048,0,NA,0,10,143,0,2,"V00522","M",2009,"Yes","No","GB-MMR11","GB-MMR11",NA,"No","No",NA,90,0,15.4,6336,"","WWTNON","","","WWTNON",1.21369002252518,-0.451859155995521,-0.302946871618575,143,0.527944169837395,1.09107039231115
"5422",18615,9049,0,NA,0,4,158,NA,1,"V00523","M",2003,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",76,83,0,15.28,6337,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.336856644583393,158,-0.596234559041618,0.412436428118081
"5423",18616,9049,0,NA,0,5,163,NA,1,"V00523","M",2004,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",75,76,0,16.9,6338,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.12092529044164,163,-0.596234559041618,-0.266197536074993
"5424",18619,9050,0,NA,0,5,104,NA,1,"V00524","F",2004,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",75,60,0,16.9,6339,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.12092529044164,104,-0.596234559041618,-1.81736088280202
"5425",18620,9050,0,NA,0,6,137,NA,1,"V00524","F",2005,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,75,0,12.1,6340,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,-1.23546562815105,137,-0.596234559041618,-0.363145245245432
"5426",18627,9053,0,NA,0,4,153,NA,1,"V00527","F",2003,"Yes","Yes","GB-WEL","GB-MMR",NA,"Yes","Yes",NA,78,0,15.28,6341,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.336856644583393,153,-0.596234559041618,-0.0723021177341148
"5427",18634,9055,0,NA,0,10,113,0,2,"V00529","F",2009,"Yes","No","GB-MMR11","GB-LND",NA,"No","No",NA,84,0,15.4,6342,"","WWTNON","","","WWTNON",1.21369002252518,-0.451859155995521,-0.302946871618575,113,0.527944169837395,0.50938413728852
"5428",18639,9057,0,NA,0,4,142,NA,1,"V00531","M",2003,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",65,68,0,15.28,6343,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.336856644583393,142,-0.596234559041618,-1.04177920943851
"5429",18640,9057,0,NA,0,5,131,NA,1,"V00531","M",2004,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",61,65,0,16.9,6344,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.12092529044164,131,-0.596234559041618,-1.33262233694982
"5430",18641,9057,0,NA,0,6,99,NA,1,"V00531","M",2005,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",69,61,0,12.1,6345,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,-1.23546562815105,99,-0.596234559041618,-1.72041317363158
"5431",18644,9058,0,NA,0,4,133,NA,1,"V00532","F",2003,"Yes","Yes","GB-CAE","GB-MMR",NA,"Yes","Yes",NA,60,0,15.28,6346,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.336856644583393,133,-0.596234559041618,-1.81736088280202
"5432",18649,9059,0,NA,0,5,28,NA,1,"V00533","F",2004,"Yes","No","GB-MMR","GB-MMR",NA,"Yes","Yes",75,NA,0,16.9,6347,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.12092529044164,28,-0.596234559041618,NA
"5433",18650,9059,0,NA,0,6,151,NA,1,"V00533","F",2005,"Yes","Yes","GB-MMR","GB-BLN",NA,"Yes","No",67,75,0,12.1,6348,"","","","WWTIN","WWTIN",-0.0304606532660867,-0.451859155995521,-1.23546562815105,151,-0.596234559041618,-0.363145245245432
"5434",18651,9059,0,NA,0,7,115,NA,1,"V00533","F",2006,"Yes","Yes","GB-MMR11","GB-MMR",NA,"No","Yes",78,67,0,12.5,6349,"","","WWTOUT","","WWTOUT",0.280577015681729,-0.451859155995521,-1.12243305160166,115,-0.596234559041618,-1.13872691860894
"5435",18652,9059,0,NA,0,8,117,0,2,"V00533","F",2007,"Yes","No","GB-MMR11","GB-MMR",NA,"No","Yes",88,78,0,20.7,6350,"","","WWTOUT","","WWTOUT",0.591614684629545,-0.451859155995521,1.19473476766085,117,0.527944169837395,-0.0723021177341148
"5436",18653,9059,0,NA,0,9,102,NA,1,"V00533","F",2008,"Yes","No","GB-MMR11","GB-MMR11",NA,"No","No",87,88,0,16.8,6351,"","WWTNON","","","WWTNON",0.902652353577361,-0.451859155995521,0.0926671463042928,102,-0.596234559041618,0.897174973970276
"5437",18654,9059,0,NA,0,10,124,NA,1,"V00533","F",2009,"Yes","No","GB-MMR11","GB-MMR11",NA,"No","No",NA,87,0,15.4,6352,"","WWTNON","","","WWTNON",1.21369002252518,-0.451859155995521,-0.302946871618575,124,-0.596234559041618,0.800227264799837
"5438",18657,9060,0,NA,0,4,139,NA,1,"V00534","F",2003,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",76,78,0,15.28,6353,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.336856644583393,139,-0.596234559041618,-0.0723021177341148
"5439",18658,9060,0,NA,0,5,91,NA,1,"V00534","F",2004,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",80,76,0,16.9,6354,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.12092529044164,91,-0.596234559041618,-0.266197536074993
"5440",18663,9062,0,NA,0,4,121,NA,1,"V00536","M",2003,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",79,82,0,15.28,6355,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.336856644583393,121,-0.596234559041618,0.315488718947641
"5441",18665,9062,0,NA,0,8,7,NA,1,"V00536","M",2007,"Yes","No","GB-MMR11","GB-MMR",NA,"No","Yes",76,77,0,20.7,6356,"","","WWTOUT","","WWTOUT",0.591614684629545,-0.451859155995521,1.19473476766085,7,-0.596234559041618,-0.169249826904554
"5442",18669,9063,0,NA,0,4,10,NA,1,"V00537","F",2003,"Yes","Yes","IRL-ICL","GB-MMR","IS-DIL","No","Yes",NA,NA,0,15.28,6357,"","","WWTOUT","","WWTOUT",-0.652535991161719,-0.451859155995521,-0.336856644583393,10,-0.596234559041618,NA
"5443",18673,9064,0,NA,0,4,147,NA,1,"V00538","F",2003,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,69,0,15.28,6358,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.336856644583393,147,-0.596234559041618,-0.944831500268067
"5444",18674,9064,0,NA,0,5,5,NA,1,"V00538","F",2004,"Yes","Yes","GB-WEL","GB-MMR",NA,"Yes","Yes",NA,NA,0,16.9,6359,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.12092529044164,5,-0.596234559041618,NA
"5445",18680,9067,0,NA,0,4,128,NA,1,"V00541","F",2003,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,61,0,15.28,6361,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.336856644583393,128,-0.596234559041618,-1.72041317363158
"5446",18683,9068,0,NA,0,4,127,NA,1,"V00542","M",2003,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",86,NA,0,15.28,6363,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.336856644583393,127,-0.596234559041618,NA
"5447",18684,9068,0,NA,0,5,12,NA,1,"V00542","M",2004,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,86,0,16.9,6364,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.12092529044164,12,-0.596234559041618,0.703279555629398
"5448",18691,9071,0,NA,0,4,19,551.1499044,2,"V00545","F",2003,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,NA,0,15.28,6365,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.336856644583393,19,0.527944169837395,NA
"5449",18692,9071,0,NA,0,5,125,301.8053272,2,"V00545","F",2004,"Yes","Yes","GB-MMR","GB-WEL",NA,"Yes","Yes",NA,NA,0,16.9,6366,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.12092529044164,125,0.527944169837395,NA
"5450",18695,9072,0,NA,0,4,128,NA,1,"V00546","M",2003,"Yes","Yes","GB-CAE","GB-MMR",NA,"Yes","Yes",84,61,0,15.28,6367,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.336856644583393,128,-0.596234559041618,-1.72041317363158
"5451",18696,9072,0,NA,0,5,43,9.372729865,3,"V00546","M",2004,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,84,0,16.9,6368,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.12092529044164,43,1.65212289871641,0.50938413728852
"5452",18697,9072,0,NA,0,6,101,NA,1,"V00546","M",2005,"Yes","Yes","GB-AGT","GB-CAE",NA,"No","Yes",63,NA,0,12.1,6369,"","","WWTOUT","","WWTOUT",-0.0304606532660867,-0.451859155995521,-1.23546562815105,101,-0.596234559041618,NA
"5453",18704,9074,0,NA,0,4,116,NA,1,"V00548","F",2003,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",65,NA,0,15.28,6370,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.336856644583393,116,-0.596234559041618,NA
"5454",18705,9074,0,NA,0,5,90,1210.019785,2,"V00548","F",2004,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,65,0,16.9,6371,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.12092529044164,90,0.527944169837395,-1.33262233694982
"5455",18706,9074,0,NA,0,6,74,NA,1,"V00548","F",2005,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,NA,0,12.1,6372,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,-1.23546562815105,74,-0.596234559041618,NA
"5456",18707,9074,0,NA,0,7,83,NA,1,"V00548","F",2006,"Yes","Yes","GB-MMR11","GB-MMR",NA,"No","Yes",NA,NA,0,12.5,6373,"","","WWTOUT","","WWTOUT",0.280577015681729,-0.451859155995521,-1.12243305160166,83,-0.596234559041618,NA
"5457",18708,9074,0,NA,0,8,96,0,2,"V00548","F",2007,"Yes","No","GB-MMR11","GB-MMR",NA,"No","Yes",NA,NA,0,20.7,6374,"","","WWTOUT","","WWTOUT",0.591614684629545,-0.451859155995521,1.19473476766085,96,0.527944169837395,NA
"5458",18709,9074,0,NA,0,9,95,NA,1,"V00548","F",2008,"Yes","No","GB-MMR11","GB-MMR11",NA,"No","No",NA,NA,0,16.8,6375,"","WWTNON","","","WWTNON",0.902652353577361,-0.451859155995521,0.0926671463042928,95,-0.596234559041618,NA
"5459",18717,9077,0,NA,0,5,157,301.8053272,2,"V00551","M",2004,"Yes","Yes","GB-MMR","IRL-LBN",NA,"Yes","No",84,67,0,16.9,6376,"","","","WWTIN","WWTIN",-0.341498322213903,-0.451859155995521,0.12092529044164,157,0.527944169837395,-1.13872691860894
"5460",18720,9078,0,NA,0,4,141,NA,1,"V00552","F",2003,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",71,66,0,15.28,6377,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.336856644583393,141,-0.596234559041618,-1.23567462777938
"5461",18721,9078,0,NA,0,5,142,NA,1,"V00552","F",2004,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,71,0,16.9,6378,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.12092529044164,142,-0.596234559041618,-0.750936081927188
"5462",18724,9079,4,4,1,4,72,NA,1,"V00553","M",2003,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",65,62,4,15.28,6379,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,0.836481669578908,-0.336856644583393,72,-0.596234559041618,-1.62346546446114
"5463",18727,9080,1,1,1,4,116,NA,1,"V00554","M",2003,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,NA,1,15.28,6380,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.129773949601914,-0.336856644583393,116,-0.596234559041618,NA
"5464",18729,9080,3,3,1,7,112,NA,1,"V00554","M",2006,"Yes","Yes","GB-MMR11","GB-MMR",NA,"No","Yes",77,72,4,12.5,6381,"","","WWTOUT","","WWTOUT",0.280577015681729,0.836481669578908,-1.12243305160166,112,-0.596234559041618,-0.653988372756749
"5465",18730,9080,0,NA,0,8,113,5.656551868,2,"V00554","M",2007,"Yes","No","GB-MMR11","GB-MMR",NA,"No","Yes",65,77,4,20.7,6382,"","","WWTOUT","","WWTOUT",0.591614684629545,0.836481669578908,1.19473476766085,113,0.527944169837395,-0.169249826904554
"5466",18731,9080,2,2,1,9,129,0,2,"V00554","M",2008,"Yes","No","GB-MMR11","GB-MMR11",NA,"No","No",90,65,6,16.8,6383,"","WWTNON","","","WWTNON",0.902652353577361,1.48065208236612,0.0926671463042928,129,0.527944169837395,-1.33262233694982
"5467",18735,9081,0,NA,0,5,42,NA,1,"V00555","F",2004,"Yes","Yes","GB-MMR","NI-CRW",NA,"Yes","No",NA,67,0,16.9,6384,"","","","WWTIN","WWTIN",-0.341498322213903,-0.451859155995521,0.12092529044164,42,-0.596234559041618,-1.13872691860894
"5468",18740,9083,0,NA,0,4,107,271.3062605,2,"V00557","F",2003,"Yes","Yes","GB-MMR","NI-CRN",NA,"Yes","No",NA,NA,0,15.28,6386,"","","","WWTIN","WWTIN",-0.652535991161719,-0.451859155995521,-0.336856644583393,107,0.527944169837395,NA
