"X","Swidtab","Cygnets","CygnetsII","CygnetsIII","Age","PrevSeaMaxDUr","PrevSeaMove","PrevSSites","SWID","Sex","Season","PrevSeason","PrevSeaWWT","MainSite","PrevSeaMS","PrevSeaBS","ThisSeaWWT","PrevSeaWWT.1","Julian","PrevSeaJulian","PBS","PopBSAll","Ind","WWTBOTH","WWTNON","WWTOUT","WWTIN","WWTNEW","Age.Z","PBS.Z","PopBSAll.Z","PrevSeaMaxDUr","PrevSSites.Z","PrevSeaJulian.Z"
"1272",3150,836,0,NA,0,3,66,NA,1,"H00591","M",1994,"Yes","Yes","NI-KNR","GB-CAE",NA,"No","Yes",NA,NA,0,17.9,1341,"","","WWTOUT","","WWTOUT",-0.963573660109535,-0.451859155995521,0.403506731815117,66,-0.596234559041618,NA
"1273",3151,836,0,NA,0,4,47,43.55577057,2,"H00591","M",1995,"Yes","No","IRL-RMR","GB-WEL",NA,"No","Yes",NA,NA,0,18.29,1342,"","","WWTOUT","","WWTOUT",-0.652535991161719,-0.451859155995521,0.513713493950773,47,0.527944169837395,NA
"1274",3152,836,0,NA,0,5,30,223.2891857,4,"H00591","M",1996,"Yes","No","NI-TME","NI-KNR",NA,"No","No",NA,NA,0,20.63,1343,"","WWTNON","","","WWTNON",-0.341498322213903,-0.451859155995521,1.17495406676471,30,2.77630162759542,NA
"1275",3164,840,0,NA,0,4,142,NA,1,"H00595","F",1993,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",76,64,0,16,1344,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.133398006794489,142,-0.596234559041618,-1.42957004612026
"1276",3174,844,0,NA,0,2,167,NA,1,"H00599","M",1993,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",70,80,0,16,1345,"WWTBOTH","","","","WWTBOTH",-1.27461132905735,-0.451859155995521,-0.133398006794489,167,-0.596234559041618,0.121593300606763
"1277",3177,845,0,NA,0,2,157,35.68111907,2,"H00600","M",1993,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",78,87,0,16,1346,"WWTBOTH","","","","WWTBOTH",-1.27461132905735,-0.451859155995521,-0.133398006794489,157,0.527944169837395,0.800227264799837
"1278",3178,845,2,2,1,3,160,NA,1,"H00600","M",1994,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",79,78,2,17.9,1347,"WWTBOTH","","","","WWTBOTH",-0.963573660109535,0.192311256791694,0.403506731815117,160,-0.596234559041618,-0.0723021177341148
"1279",3179,845,0,NA,0,4,135,NA,1,"H00600","M",1995,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",86,79,2,18.29,1348,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,0.192311256791694,0.513713493950773,135,-0.596234559041618,0.0246455914363242
"1280",3180,845,0,NA,0,5,15,NA,1,"H00600","M",1996,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",78,86,2,20.63,1349,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,0.192311256791694,1.17495406676471,15,-0.596234559041618,0.703279555629398
"1281",3181,845,0,NA,0,6,18,NA,1,"H00600","M",1997,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",93,78,2,15.02,1350,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,0.192311256791694,-0.410327819340497,18,-0.596234559041618,-0.0723021177341148
"1282",3182,845,0,NA,0,7,18,2.888154407,2,"H00600","M",1998,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",86,93,2,20.44,1351,"WWTBOTH","","","","WWTBOTH",0.280577015681729,0.192311256791694,1.12126359290375,18,0.527944169837395,1.38191351982247
"1283",3183,845,0,NA,0,8,5,7.967603964,2,"H00600","M",1999,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",83,86,2,16.8,1352,"WWTBOTH","","","","WWTBOTH",0.591614684629545,0.192311256791694,0.0926671463042928,5,0.527944169837395,0.703279555629398
"1284",3184,845,0,NA,0,9,20,NA,1,"H00600","M",2000,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",91,83,2,16.32,1353,"WWTBOTH","","","","WWTBOTH",0.902652353577361,0.192311256791694,-0.0429719455549764,20,-0.596234559041618,0.412436428118081
"1285",3185,845,0,NA,0,10,136,0,2,"H00600","M",2001,"Yes","Yes","IRL-BYN","GB-CAE",NA,"No","Yes",NA,91,2,21.42,1354,"","","WWTOUT","","WWTOUT",1.21369002252518,0.192311256791694,1.39819340544976,136,0.527944169837395,1.18801810148159
"1286",3188,845,0,NA,0,13,33,318.4758196,2,"H00600","M",2004,"Yes","Yes","GB-BLM","GB-CAE",NA,"No","Yes",NA,NA,2,16.9,1355,"","","WWTOUT","","WWTOUT",2.14680302936863,0.192311256791694,0.12092529044164,33,0.527944169837395,NA
"1287",3195,848,0,NA,0,4,178,NA,1,"H00603","M",1993,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",100,100,0,16,1356,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.133398006794489,178,-0.596234559041618,2.06054748401555
"1288",3196,848,0,NA,0,5,185,NA,1,"H00603","M",1994,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",95,100,0,17.9,1357,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.403506731815117,185,-0.596234559041618,2.06054748401555
"1289",3197,848,0,NA,0,6,162,NA,1,"H00603","M",1995,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",102,95,0,18.29,1358,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,0.513713493950773,162,-0.596234559041618,1.57580893816335
"1290",3201,849,0,NA,0,4,65,NA,1,"H00604","F",1993,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,NA,0,16,1359,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.133398006794489,65,-0.596234559041618,NA
"1291",3204,849,0,NA,0,8,3,NA,1,"H00604","F",1997,"Yes","No","GB-CAE","NI-MYO",NA,"Yes","No",NA,77,0,15.02,1360,"","","","WWTIN","WWTIN",0.591614684629545,-0.451859155995521,-0.410327819340497,3,-0.596234559041618,-0.169249826904554
"1292",3208,850,0,NA,0,4,158,NA,1,"H00605","F",1993,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",85,83,0,16,1361,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.133398006794489,158,-0.596234559041618,0.412436428118081
"1293",3211,851,0,NA,0,2,24,379.0436964,3,"H00606","F",1993,"Yes","Yes","GB-GLS","GB-CAE",NA,"No","Yes",98,NA,0,16,1362,"","","WWTOUT","","WWTOUT",-1.27461132905735,-0.451859155995521,-0.133398006794489,24,1.65212289871641,NA
"1294",3212,851,0,NA,0,3,137,221.6770118,3,"H00606","F",1994,"Yes","No","GB-GLS","GB-CAE",NA,"No","Yes",97,98,0,17.9,1363,"","","WWTOUT","","WWTOUT",-0.963573660109535,-0.451859155995521,0.403506731815117,137,1.65212289871641,1.86665206567467
"1295",3213,851,0,NA,0,4,137,NA,1,"H00606","F",1995,"Yes","No","GB-GLS","GB-GLS",NA,"No","No",NA,97,0,18.29,1364,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,0.513713493950773,137,-0.596234559041618,1.76970435650423
"1296",3220,852,0,NA,0,4,162,NA,1,"H00607","F",1993,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",86,83,0,16,1365,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.133398006794489,162,-0.596234559041618,0.412436428118081
"1297",3227,853,0,NA,0,7,12,NA,1,"H00608","F",1998,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",67,70,0,20.44,1366,"WWTBOTH","","","","WWTBOTH",0.280577015681729,-0.451859155995521,1.12126359290375,12,-0.596234559041618,-0.847883791097627
"1298",3231,854,0,NA,0,4,86,3.66932883,2,"H00609","M",1993,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",96,65,1,16,1368,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.129773949601914,-0.133398006794489,86,0.527944169837395,-1.33262233694982
"1299",3232,854,1,1,1,5,152,NA,1,"H00609","M",1994,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",96,96,2,17.9,1369,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,0.192311256791694,0.403506731815117,152,-0.596234559041618,1.67275664733379
"1300",3233,854,0,NA,0,6,154,NA,1,"H00609","M",1995,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",93,96,2,18.29,1370,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,0.192311256791694,0.513713493950773,154,-0.596234559041618,1.67275664733379
"1301",3236,854,0,NA,0,9,2,4.557881655,2,"H00609","M",1998,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",86,79,2,20.44,1371,"WWTBOTH","","","","WWTBOTH",0.902652353577361,0.192311256791694,1.12126359290375,2,0.527944169837395,0.0246455914363242
"1302",3240,855,0,NA,0,2,91,233.8992034,2,"H00610","M",1993,"Yes","Yes","GB-WEL","GB-CAE",NA,"Yes","Yes",69,79,0,16,1372,"WWTBOTH","","","","WWTBOTH",-1.27461132905735,-0.451859155995521,-0.133398006794489,91,0.527944169837395,0.0246455914363242
"1303",3244,857,0,NA,0,4,7,715.3861907,5,"H00612","F",1993,"Yes","No","GB-QYR","GB-CAE",NA,"No","Yes",NA,66,0,16,1373,"","","WWTOUT","","WWTOUT",-0.652535991161719,-0.451859155995521,-0.133398006794489,7,3.90048035647443,-1.23567462777938
"1304",3245,857,0,NA,0,5,20,5.124713887,3,"H00612","F",1994,"Yes","No","GB-LWS","GB-STB",NA,"No","No",91,NA,0,17.9,1374,"","WWTNON","","","WWTNON",-0.341498322213903,-0.451859155995521,0.403506731815117,20,1.65212289871641,NA
"1305",3246,857,0,NA,0,6,20,13.8795133,6,"H00612","F",1995,"Yes","No","GB-ACN","GB-QYR",NA,"No","No",62,91,0,18.29,1375,"","WWTNON","","","WWTNON",-0.0304606532660867,-0.451859155995521,0.513713493950773,20,5.02465908535345,1.18801810148159
"1306",3254,861,0,NA,0,4,141,NA,1,"H00616","F",1994,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",97,100,0,17.9,1376,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,0.403506731815117,141,-0.596234559041618,2.06054748401555
"1307",3255,861,0,NA,0,5,131,NA,1,"H00616","F",1995,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",94,97,0,18.29,1377,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.513713493950773,131,-0.596234559041618,1.76970435650423
"1308",3256,861,0,NA,0,6,7,NA,1,"H00616","F",1996,"Yes","Yes","IS-HVA","GB-CAE",NA,"No","Yes",NA,94,0,20.63,1378,"","","WWTOUT","","WWTOUT",-0.0304606532660867,-0.451859155995521,1.17495406676471,7,-0.596234559041618,1.47886122899291
"1309",3265,863,0,NA,0,4,138,NA,1,"H00618","M",1994,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",101,100,0,17.9,1379,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,0.403506731815117,138,-0.596234559041618,2.06054748401555
"1310",3266,863,0,NA,0,5,162,NA,1,"H00618","M",1995,"Yes","Yes","GB-CAE","GB-CAE","IS-BGM","Yes","Yes",96,101,0,18.29,1380,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.513713493950773,162,-0.596234559041618,2.15749519318598
"1311",3271,865,0,NA,0,4,10,211.0522507,4,"H00620","M",1994,"Yes","No","NI-ELL","IRL-INC",NA,"No","No",NA,92,0,17.9,1382,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,0.403506731815117,10,2.77630162759542,1.28496581065203
"1312",3273,865,0,NA,0,6,3,5.796652627,3,"H00620","M",1996,"Yes","No","NI-CLS","NI-ELL",NA,"No","No",95,77,0,20.63,1383,"","WWTNON","","","WWTNON",-0.0304606532660867,-0.451859155995521,1.17495406676471,3,1.65212289871641,-0.169249826904554
"1313",3276,866,0,NA,0,3,157,0.020550024,2,"H00621","M",1995,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",94,92,0,18.29,1384,"WWTBOTH","","","","WWTBOTH",-0.963573660109535,-0.451859155995521,0.513713493950773,157,0.527944169837395,1.28496581065203
"1314",3280,867,0,NA,0,4,60,149.3565616,2,"H00622","F",1994,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,84,0,17.9,1385,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,0.403506731815117,60,0.527944169837395,0.50938413728852
"1315",3281,867,0,NA,0,5,111,NA,1,"H00622","F",1995,"Yes","Yes","GB-MMR","GB-CAE",NA,"Yes","Yes",NA,NA,0,18.29,1386,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.513713493950773,111,-0.596234559041618,NA
"1316",3282,867,0,NA,0,6,132,NA,1,"H00622","F",1996,"Yes","Yes","GB-MMR","GB-CAE",NA,"Yes","Yes",NA,NA,0,20.63,1387,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,1.17495406676471,132,-0.596234559041618,NA
"1317",3283,867,0,NA,0,7,111,NA,1,"H00622","F",1997,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",66,NA,0,15.02,1388,"WWTBOTH","","","","WWTBOTH",0.280577015681729,-0.451859155995521,-0.410327819340497,111,-0.596234559041618,NA
"1318",3284,867,1,1,1,8,137,NA,1,"H00622","F",1998,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",66,66,1,20.44,1389,"WWTBOTH","","","","WWTBOTH",0.591614684629545,-0.129773949601914,1.12126359290375,137,-0.596234559041618,-1.23567462777938
"1319",3285,867,0,NA,0,9,140,NA,1,"H00622","F",1999,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",63,66,1,16.8,1390,"WWTBOTH","","","","WWTBOTH",0.902652353577361,-0.129773949601914,0.0926671463042928,140,-0.596234559041618,-1.23567462777938
"1320",3286,867,0,NA,0,10,68,149.3565616,2,"H00622","F",2000,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,63,1,16.32,1391,"WWTBOTH","","","","WWTBOTH",1.21369002252518,-0.129773949601914,-0.0429719455549764,68,0.527944169837395,-1.5265177552907
"1321",3287,867,0,NA,0,11,137,NA,1,"H00622","F",2001,"Yes","Yes","GB-CAE","GB-MMR",NA,"Yes","Yes",78,NA,1,21.42,1392,"WWTBOTH","","","","WWTBOTH",1.52472769147299,-0.129773949601914,1.39819340544976,137,-0.596234559041618,NA
"1322",3290,868,0,NA,0,4,68,NA,1,"H00623","F",1994,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",100,NA,0,17.9,1393,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,0.403506731815117,68,-0.596234559041618,NA
"1323",3291,868,0,NA,0,5,155,NA,1,"H00623","F",1995,"Yes","Yes","GB-CAE","GB-CAE","IS-MKS","Yes","Yes",102,100,0,18.29,1394,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.513713493950773,155,-0.596234559041618,2.06054748401555
"1324",3292,868,0,NA,0,6,22,0,2,"H00623","F",1996,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",94,102,0,20.63,1395,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,1.17495406676471,22,0.527944169837395,2.25444290235642
"1325",3293,868,0,NA,0,7,3,NA,1,"H00623","F",1997,"Yes","Yes","GB-BCW","GB-CAE",NA,"No","Yes",86,94,0,15.02,1396,"","","WWTOUT","","WWTOUT",0.280577015681729,-0.451859155995521,-0.410327819340497,3,-0.596234559041618,1.47886122899291
"1326",3294,868,0,NA,0,8,5,100.4083155,2,"H00623","F",1998,"Yes","No","GB-CAE","GB-CAE",NA,"Yes","Yes",71,86,0,20.44,1397,"WWTBOTH","","","","WWTBOTH",0.591614684629545,-0.451859155995521,1.12126359290375,5,0.527944169837395,0.703279555629398
"1327",3295,868,0,NA,0,9,6,NA,1,"H00623","F",1999,"Yes","Yes","GB-CAE","GB-BCW",NA,"Yes","No",87,71,0,16.8,1398,"","","","WWTIN","WWTIN",0.902652353577361,-0.451859155995521,0.0926671463042928,6,-0.596234559041618,-0.750936081927188
"1328",3296,868,0,NA,0,10,2,NA,1,"H00623","F",2000,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",91,87,0,16.32,1399,"WWTBOTH","","","","WWTBOTH",1.21369002252518,-0.451859155995521,-0.0429719455549764,2,-0.596234559041618,0.800227264799837
"1329",3297,868,0,NA,0,11,136,NA,1,"H00623","F",2001,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",92,91,0,21.42,1400,"WWTBOTH","","","","WWTBOTH",1.52472769147299,-0.451859155995521,1.39819340544976,136,-0.596234559041618,1.18801810148159
"1330",3299,868,0,NA,0,13,117,NA,1,"H00623","F",2003,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",78,72,0,15.28,1401,"WWTBOTH","","","","WWTBOTH",2.14680302936863,-0.451859155995521,-0.336856644583393,117,-0.596234559041618,-0.653988372756749
"1331",3300,868,0,NA,0,14,124,NA,1,"H00623","F",2004,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",77,78,0,16.9,1402,"WWTBOTH","","","","WWTBOTH",2.45784069831644,-0.451859155995521,0.12092529044164,124,-0.596234559041618,-0.0723021177341148
"1332",3301,868,0,NA,0,15,130,0,2,"H00623","F",2005,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",78,77,0,12.1,1403,"WWTBOTH","","","","WWTBOTH",2.76887836726426,-0.451859155995521,-1.23546562815105,130,0.527944169837395,-0.169249826904554
"1333",3302,868,4,4,1,16,149,NA,1,"H00623","F",2006,"Yes","Yes","GB-OW2","GB-CAE",NA,"No","Yes",81,78,4,12.5,1404,"","","WWTOUT","","WWTOUT",3.07991603621207,0.836481669578908,-1.12243305160166,149,-0.596234559041618,-0.0723021177341148
"1334",3303,868,3,3,1,17,141,NA,1,"H00623","F",2007,"Yes","No","GB-OW2","GB-CAE",NA,"No","Yes",70,81,7,20.7,1405,"","","WWTOUT","","WWTOUT",3.39095370515989,1.80273728875973,1.19473476766085,141,-0.596234559041618,0.218541009777202
"1335",3304,868,3,3,1,18,123,1.112145237,2,"H00623","F",2008,"Yes","No","GB-OW2","GB-OW2",NA,"No","No",NA,70,10,16.8,1406,"","WWTNON","","","WWTNON",3.70199137410771,2.76899290794055,0.0926671463042928,123,0.527944169837395,-0.847883791097627
"1336",3305,868,3,3,1,19,54,0.666298289,2,"H00623","F",2009,"Yes","No","GB-OW2","GB-OW2",NA,"No","No",NA,NA,13,15.4,1407,"","WWTNON","","","WWTNON",4.01302904305552,3.73524852712137,-0.302946871618575,54,0.527944169837395,NA
"1337",3308,869,0,NA,0,4,111,148.218442,2,"H00624","F",1994,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",92,85,0,17.9,1409,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,0.403506731815117,111,0.527944169837395,0.606331846458959
"1338",3309,869,0,NA,0,5,157,NA,1,"H00624","F",1995,"Yes","Yes","IRL-ICL","GB-CAE",NA,"No","Yes",90,92,0,18.29,1410,"","","WWTOUT","","WWTOUT",-0.341498322213903,-0.451859155995521,0.513713493950773,157,-0.596234559041618,1.28496581065203
"1339",3310,869,0,NA,0,6,92,306.658775,2,"H00624","F",1996,"Yes","No","GB-CAE","GB-CAE",NA,"Yes","Yes",89,90,0,20.63,1411,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,1.17495406676471,92,0.527944169837395,1.09107039231115
"1340",3311,869,1,1,1,7,78,NA,1,"H00624","F",1997,"Yes","Yes","NI-MYO","IRL-ICL",NA,"No","No",98,89,1,15.02,1412,"","WWTNON","","","WWTNON",0.280577015681729,-0.129773949601914,-0.410327819340497,78,-0.596234559041618,0.994122683140715
"1341",3312,869,0,NA,0,8,30,1.959615713,3,"H00624","F",1998,"Yes","No","GB-CAE","GB-CAE","IS-HUD","Yes","Yes",85,98,1,20.44,1413,"WWTBOTH","","","","WWTBOTH",0.591614684629545,-0.129773949601914,1.12126359290375,30,1.65212289871641,1.86665206567467
"1342",3313,869,3,3,1,9,94,NA,1,"H00624","F",1999,"Yes","Yes","GB-CAE","NI-MYO",NA,"Yes","No",87,85,4,16.8,1414,"","","","WWTIN","WWTIN",0.902652353577361,0.836481669578908,0.0926671463042928,94,-0.596234559041618,0.606331846458959
"1343",3314,869,0,NA,0,10,2,NA,1,"H00624","F",2000,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",79,87,4,16.32,1415,"WWTBOTH","","","","WWTBOTH",1.21369002252518,0.836481669578908,-0.0429719455549764,2,-0.596234559041618,0.800227264799837
"1344",3315,869,0,NA,0,11,132,NA,1,"H00624","F",2001,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",87,79,4,21.42,1416,"WWTBOTH","","","","WWTBOTH",1.52472769147299,0.836481669578908,1.39819340544976,132,-0.596234559041618,0.0246455914363242
"1345",3316,869,5,5,1,12,30,NA,1,"H00624","F",2002,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",84,87,9,13.75,1417,"WWTBOTH","","","","WWTBOTH",1.83576536042081,2.44690770154694,-0.769206249884813,30,-0.596234559041618,0.800227264799837
"1346",3317,869,3,3,1,13,107,NA,1,"H00624","F",2003,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",86,84,12,15.28,1418,"WWTBOTH","","","","WWTBOTH",2.14680302936863,3.41316332072776,-0.336856644583393,107,-0.596234559041618,0.50938413728852
"1347",3318,869,0,NA,0,14,124,NA,1,"H00624","F",2004,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",78,86,12,16.9,1419,"WWTBOTH","","","","WWTBOTH",2.45784069831644,3.41316332072776,0.12092529044164,124,-0.596234559041618,0.703279555629398
"1348",3319,869,3,3,1,15,145,3.807528706,2,"H00624","F",2005,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",79,78,15,12.1,1420,"WWTBOTH","","","","WWTBOTH",2.76887836726426,4.37941893990858,-1.23546562815105,145,0.527944169837395,-0.0723021177341148
"1349",3320,869,3,3,1,16,118,NA,1,"H00624","F",2006,"Yes","Yes","GB-OW2","GB-CAE",NA,"No","Yes",NA,79,18,12.5,1421,"","","WWTOUT","","WWTOUT",3.07991603621207,5.34567455908941,-1.12243305160166,118,-0.596234559041618,0.0246455914363242
"1350",3326,872,0,NA,0,5,37,NA,1,"H00627","F",1995,"Yes","No","GB-CAE","GB-CAE",NA,"Yes","Yes",82,91,0,18.29,1422,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.513713493950773,37,-0.596234559041618,1.18801810148159
"1351",3328,872,2,2,1,7,12,NA,1,"H00627","F",1997,"Yes","Yes","IRL-ICL","GB-CAE",NA,"No","Yes",76,77,2,15.02,1423,"","","WWTOUT","","WWTOUT",0.280577015681729,0.192311256791694,-0.410327819340497,12,-0.596234559041618,-0.169249826904554
"1352",3329,872,0,NA,0,8,12,7.240447218,3,"H00627","F",1998,"Yes","No","GB-CAE","GB-CAE",NA,"Yes","Yes",82,76,2,20.44,1424,"WWTBOTH","","","","WWTBOTH",0.591614684629545,0.192311256791694,1.12126359290375,12,1.65212289871641,-0.266197536074993
"1353",3331,872,0,NA,0,10,160,0,2,"H00627","F",2000,"Yes","No","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,78,2,16.32,1425,"WWTBOTH","","","","WWTBOTH",1.21369002252518,0.192311256791694,-0.0429719455549764,160,0.527944169837395,-0.0723021177341148
"1354",3336,874,0,NA,0,4,88,NA,1,"H00629","M",1994,"Yes","Yes","GB-CAE","GB-CAE","IS-DLT","Yes","Yes",86,85,0,17.9,1426,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,0.403506731815117,88,-0.596234559041618,0.606331846458959
"1355",3340,875,0,NA,0,4,133,NA,1,"H00630","F",1994,"Yes","Yes","GB-GUL","GB-CAE",NA,"No","Yes",NA,84,0,17.9,1427,"","","WWTOUT","","WWTOUT",-0.652535991161719,-0.451859155995521,0.403506731815117,133,-0.596234559041618,0.50938413728852
"1356",3342,875,0,NA,0,6,64,653.1340833,2,"H00630","F",1996,"Yes","No","GB-CAE","GB-GUL",NA,"Yes","No",NA,75,0,20.63,1428,"","","","WWTIN","WWTIN",-0.0304606532660867,-0.451859155995521,1.17495406676471,64,0.527944169837395,-0.363145245245432
"1357",3345,876,0,NA,0,4,171,NA,1,"H00631","F",1994,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",92,97,1,17.9,1430,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.129773949601914,0.403506731815117,171,-0.596234559041618,1.76970435650423
"1358",3346,876,0,NA,0,5,158,295.9234503,2,"H00631","F",1995,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",93,92,1,18.29,1431,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.129773949601914,0.513713493950773,158,0.527944169837395,1.28496581065203
"1359",3347,876,0,NA,0,6,4,NA,1,"H00631","F",1996,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",89,93,1,20.63,1432,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.129773949601914,1.17495406676471,4,-0.596234559041618,1.38191351982247
"1360",3348,876,0,NA,0,7,52,NA,1,"H00631","F",1997,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",87,89,1,15.02,1433,"WWTBOTH","","","","WWTBOTH",0.280577015681729,-0.129773949601914,-0.410327819340497,52,-0.596234559041618,0.994122683140715
"1361",3349,876,0,NA,0,8,85,NA,1,"H00631","F",1998,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",85,87,1,20.44,1434,"WWTBOTH","","","","WWTBOTH",0.591614684629545,-0.129773949601914,1.12126359290375,85,-0.596234559041618,0.800227264799837
"1362",3350,876,1,1,1,9,27,NA,1,"H00631","F",1999,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",83,85,2,16.8,1435,"WWTBOTH","","","","WWTBOTH",0.902652353577361,0.192311256791694,0.0926671463042928,27,-0.596234559041618,0.606331846458959
"1363",3351,876,0,NA,0,10,108,NA,1,"H00631","F",2000,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",72,83,2,16.32,1436,"WWTBOTH","","","","WWTBOTH",1.21369002252518,0.192311256791694,-0.0429719455549764,108,-0.596234559041618,0.412436428118081
"1364",3352,876,0,NA,0,11,59,NA,1,"H00631","F",2001,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",90,72,2,21.42,1437,"WWTBOTH","","","","WWTBOTH",1.52472769147299,0.192311256791694,1.39819340544976,59,-0.596234559041618,-0.653988372756749
"1365",3355,877,0,NA,0,4,81,NA,1,"H00632","F",1994,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",66,78,0,17.9,1438,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,0.403506731815117,81,-0.596234559041618,-0.0723021177341148
